,src,dst,time,ext_roll
159,13,14,229,0
160,13,15,229,0
161,13,16,229,0
162,13,18,229,0
163,13,19,229,0
164,13,20,229,0
165,13,21,229,0
166,22,25,230,0
167,22,29,230,0
168,22,1,230,0
169,22,3,230,0
170,22,4,230,0
171,22,11,230,0
172,22,14,230,0
173,22,15,230,0
174,22,18,230,0
175,22,19,230,0
176,22,21,230,0
177,23,25,230,0
178,23,29,230,0
179,23,1,230,0
180,23,3,230,0
181,23,4,230,0
182,23,11,230,0
183,23,14,230,0
184,23,15,230,0
185,23,18,230,0
186,23,19,230,0
187,23,21,230,0
188,25,29,230,0
189,25,1,230,0
190,25,3,230,0
191,25,4,230,0
192,25,11,230,0
193,25,14,230,0
194,25,15,230,0
195,25,18,230,0
196,25,19,230,0
197,25,21,230,0
198,29,25,230,0
199,29,1,230,0
200,29,3,230,0
201,29,4,230,0
202,29,11,230,0
203,29,14,230,0
204,29,15,230,0
205,29,18,230,0
206,29,19,230,0
207,29,21,230,0
208,0,25,230,0
209,0,29,230,0
210,0,1,230,0
211,0,3,230,0
212,0,4,230,0
213,0,11,230,0
214,0,14,230,0
215,0,15,230,0
216,0,18,230,0
217,0,19,230,0
218,0,21,230,0
219,1,25,230,0
220,1,29,230,0
221,1,3,230,0
222,1,4,230,0
223,1,11,230,0
224,1,14,230,0
225,1,15,230,0
226,1,18,230,0
227,1,19,230,0
228,1,21,230,0
229,3,25,230,0
230,3,29,230,0
231,3,1,230,0
232,3,4,230,0
233,3,11,230,0
234,3,14,230,0
235,3,15,230,0
236,3,18,230,0
237,3,19,230,0
238,3,21,230,0
239,4,25,230,0
240,4,29,230,0
241,4,1,230,0
242,4,3,230,0
243,4,11,230,0
244,4,14,230,0
245,4,15,230,0
246,4,18,230,0
247,4,19,230,0
248,4,21,230,0
249,5,25,230,0
250,5,29,230,0
251,5,1,230,0
252,5,3,230,0
253,5,4,230,0
254,5,11,230,0
255,5,14,230,0
256,5,15,230,0
257,5,18,230,0
258,5,19,230,0
259,5,21,230,0
260,6,25,230,0
261,6,29,230,0
262,6,1,230,0
263,6,3,230,0
264,6,4,230,0
265,6,11,230,0
266,6,14,230,0
267,6,15,230,0
268,6,18,230,0
269,6,19,230,0
270,6,21,230,0
271,7,25,230,0
272,7,29,230,0
273,7,1,230,0
274,7,3,230,0
275,7,4,230,0
276,7,11,230,0
277,7,14,230,0
278,7,15,230,0
279,7,18,230,0
280,7,19,230,0
281,7,21,230,0
282,8,25,230,0
283,8,29,230,0
284,8,1,230,0
285,8,3,230,0
286,8,4,230,0
287,8,11,230,0
288,8,14,230,0
289,8,15,230,0
290,8,18,230,0
291,8,19,230,0
292,8,21,230,0
293,9,25,230,0
294,9,29,230,0
295,9,1,230,0
296,9,3,230,0
297,9,4,230,0
298,9,11,230,0
299,9,14,230,0
300,9,15,230,0
301,9,18,230,0
302,9,19,230,0
303,9,21,230,0
304,10,25,230,0
305,10,29,230,0
306,10,1,230,0
307,10,3,230,0
308,10,4,230,0
309,10,11,230,0
310,10,14,230,0
311,10,15,230,0
312,10,18,230,0
313,10,19,230,0
314,10,21,230,0
315,11,25,230,0
316,11,29,230,0
317,11,1,230,0
318,11,3,230,0
319,11,4,230,0
320,11,14,230,0
321,11,15,230,0
322,11,18,230,0
323,11,19,230,0
324,11,21,230,0
325,12,25,230,0
326,12,29,230,0
327,12,1,230,0
328,12,3,230,0
329,12,4,230,0
330,12,11,230,0
331,12,14,230,0
332,12,15,230,0
333,12,18,230,0
334,12,19,230,0
335,12,21,230,0
336,13,25,230,0
337,13,29,230,0
338,13,1,230,0
339,13,3,230,0
340,13,4,230,0
341,13,11,230,0
342,13,14,230,0
343,13,15,230,0
344,13,18,230,0
345,13,19,230,0
346,13,21,230,0
347,14,25,230,0
348,14,29,230,0
349,14,1,230,0
350,14,3,230,0
351,14,4,230,0
352,14,11,230,0
353,14,15,230,0
354,14,18,230,0
355,14,19,230,0
356,14,21,230,0
357,15,25,230,0
358,15,29,230,0
359,15,1,230,0
360,15,3,230,0
361,15,4,230,0
362,15,11,230,0
363,15,14,230,0
364,15,18,230,0
365,15,19,230,0
366,15,21,230,0
367,16,25,230,0
368,16,29,230,0
369,16,1,230,0
370,16,3,230,0
371,16,4,230,0
372,16,11,230,0
373,16,14,230,0
374,16,15,230,0
375,16,18,230,0
376,16,19,230,0
377,16,21,230,0
378,18,25,230,0
379,18,29,230,0
380,18,1,230,0
381,18,3,230,0
382,18,4,230,0
383,18,11,230,0
384,18,14,230,0
385,18,15,230,0
386,18,19,230,0
387,18,21,230,0
388,19,25,230,0
389,19,29,230,0
390,19,1,230,0
391,19,3,230,0
392,19,4,230,0
393,19,11,230,0
394,19,14,230,0
395,19,15,230,0
396,19,18,230,0
397,19,21,230,0
398,20,25,230,0
399,20,29,230,0
400,20,1,230,0
401,20,3,230,0
402,20,4,230,0
403,20,11,230,0
404,20,14,230,0
405,20,15,230,0
406,20,18,230,0
407,20,19,230,0
408,20,21,230,0
409,21,25,230,0
410,21,29,230,0
411,21,1,230,0
412,21,3,230,0
413,21,4,230,0
414,21,11,230,0
415,21,14,230,0
416,21,15,230,0
417,21,18,230,0
418,21,19,230,0
419,25,0,231,0
420,25,2,231,0
421,25,5,231,0
422,25,7,231,0
423,25,8,231,0
424,25,19,231,0
425,25,21,231,0
426,29,0,231,0
427,29,2,231,0
428,29,5,231,0
429,29,7,231,0
430,29,8,231,0
431,29,19,231,0
432,29,21,231,0
433,1,0,231,0
434,1,2,231,0
435,1,5,231,0
436,1,7,231,0
437,1,8,231,0
438,1,19,231,0
439,1,21,231,0
440,3,0,231,0
441,3,2,231,0
442,3,5,231,0
443,3,7,231,0
444,3,8,231,0
445,3,19,231,0
446,3,21,231,0
447,4,0,231,0
448,4,2,231,0
449,4,5,231,0
450,4,7,231,0
451,4,8,231,0
452,4,19,231,0
453,4,21,231,0
454,11,0,231,0
455,11,2,231,0
456,11,5,231,0
457,11,7,231,0
458,11,8,231,0
459,11,19,231,0
460,11,21,231,0
461,14,0,231,0
462,14,2,231,0
463,14,5,231,0
464,14,7,231,0
465,14,8,231,0
466,14,19,231,0
467,14,21,231,0
468,15,0,231,0
469,15,2,231,0
470,15,5,231,0
471,15,7,231,0
472,15,8,231,0
473,15,19,231,0
474,15,21,231,0
475,18,0,231,0
476,18,2,231,0
477,18,5,231,0
478,18,7,231,0
479,18,8,231,0
480,18,19,231,0
481,18,21,231,0
482,19,0,231,0
483,19,2,231,0
484,19,5,231,0
485,19,7,231,0
486,19,8,231,0
487,19,21,231,0
488,21,0,231,0
489,21,2,231,0
490,21,5,231,0
491,21,7,231,0
492,21,8,231,0
493,21,19,231,0
494,0,10,236,0
495,6,10,236,0
496,27,14,239,0
497,2,27,239,0
498,2,14,239,0
499,4,27,239,0
500,4,14,239,0
501,6,27,239,0
502,6,14,239,0
503,7,27,239,0
504,7,14,239,0
505,8,27,239,0
506,8,14,239,0
507,11,27,239,0
508,11,14,239,0
509,28,4,243,0
510,28,10,243,0
511,28,12,243,0
512,28,14,243,0
513,28,16,243,0
514,0,28,243,0
515,0,4,243,0
516,0,10,243,0
517,0,12,243,0
518,0,14,243,0
519,0,16,243,0
520,1,28,243,0
521,1,4,243,0
522,1,10,243,0
523,1,12,243,0
524,1,14,243,0
525,1,16,243,0
526,2,28,243,0
527,2,4,243,0
528,2,10,243,0
529,2,12,243,0
530,2,14,243,0
531,2,16,243,0
532,3,28,243,0
533,3,4,243,0
534,3,10,243,0
535,3,12,243,0
536,3,14,243,0
537,3,16,243,0
538,4,28,243,0
539,4,10,243,0
540,4,12,243,0
541,4,14,243,0
542,4,16,243,0
543,5,28,243,0
544,5,4,243,0
545,5,10,243,0
546,5,12,243,0
547,5,14,243,0
548,5,16,243,0
549,6,28,243,0
550,6,4,243,0
551,6,10,243,0
552,6,12,243,0
553,6,14,243,0
554,6,16,243,0
555,7,28,243,0
556,7,4,243,0
557,7,10,243,0
558,7,12,243,0
559,7,14,243,0
560,7,16,243,0
561,8,28,243,0
562,8,4,243,0
563,8,10,243,0
564,8,12,243,0
565,8,14,243,0
566,8,16,243,0
567,9,28,243,0
568,9,4,243,0
569,9,10,243,0
570,9,12,243,0
571,9,14,243,0
572,9,16,243,0
573,10,28,243,0
574,10,4,243,0
575,10,12,243,0
576,10,14,243,0
577,10,16,243,0
578,12,28,243,0
579,12,4,243,0
580,12,10,243,0
581,12,14,243,0
582,12,16,243,0
583,13,28,243,0
584,13,4,243,0
585,13,10,243,0
586,13,12,243,0
587,13,14,243,0
588,13,16,243,0
589,14,28,243,0
590,14,4,243,0
591,14,10,243,0
592,14,12,243,0
593,14,16,243,0
594,15,28,243,0
595,15,4,243,0
596,15,10,243,0
597,15,12,243,0
598,15,14,243,0
599,15,16,243,0
600,16,28,243,0
601,16,4,243,0
602,16,10,243,0
603,16,12,243,0
604,16,14,243,0
605,18,28,243,0
606,18,4,243,0
607,18,10,243,0
608,18,12,243,0
609,18,14,243,0
610,18,16,243,0
611,19,28,243,0
612,19,4,243,0
613,19,10,243,0
614,19,12,243,0
615,19,14,243,0
616,19,16,243,0
617,20,28,243,0
618,20,4,243,0
619,20,10,243,0
620,20,12,243,0
621,20,14,243,0
622,20,16,243,0
623,21,28,243,0
624,21,4,243,0
625,21,10,243,0
626,21,12,243,0
627,21,14,243,0
628,21,16,243,0
629,28,27,244,0
630,28,4,244,0
631,28,9,244,0
632,28,10,244,0
633,28,15,244,0
634,28,16,244,0
635,28,18,244,0
636,28,21,244,0
637,4,27,244,0
638,4,9,244,0
639,4,10,244,0
640,4,15,244,0
641,4,16,244,0
642,4,18,244,0
643,4,21,244,0
644,10,27,244,0
645,10,4,244,0
646,10,9,244,0
647,10,15,244,0
648,10,16,244,0
649,10,18,244,0
650,10,21,244,0
651,12,27,244,0
652,12,4,244,0
653,12,9,244,0
654,12,10,244,0
655,12,15,244,0
656,12,16,244,0
657,12,18,244,0
658,12,21,244,0
659,14,27,244,0
660,14,4,244,0
661,14,9,244,0
662,14,10,244,0
663,14,15,244,0
664,14,16,244,0
665,14,18,244,0
666,14,21,244,0
667,16,27,244,0
668,16,4,244,0
669,16,9,244,0
670,16,10,244,0
671,16,15,244,0
672,16,18,244,0
673,16,21,244,0
674,27,23,245,0
675,27,0,245,0
676,27,13,245,0
677,27,15,245,0
678,27,18,245,0
679,27,20,245,0
680,27,21,245,0
681,4,23,245,0
682,4,0,245,0
683,4,13,245,0
684,4,15,245,0
685,4,18,245,0
686,4,20,245,0
687,4,21,245,0
688,9,23,245,0
689,9,0,245,0
690,9,13,245,0
691,9,15,245,0
692,9,18,245,0
693,9,20,245,0
694,9,21,245,0
695,10,23,245,0
696,10,0,245,0
697,10,13,245,0
698,10,15,245,0
699,10,18,245,0
700,10,20,245,0
701,10,21,245,0
702,15,23,245,0
703,15,0,245,0
704,15,13,245,0
705,15,18,245,0
706,15,20,245,0
707,15,21,245,0
708,16,23,245,0
709,16,0,245,0
710,16,13,245,0
711,16,15,245,0
712,16,18,245,0
713,16,20,245,0
714,16,21,245,0
715,18,23,245,0
716,18,0,245,0
717,18,13,245,0
718,18,15,245,0
719,18,20,245,0
720,18,21,245,0
721,21,23,245,0
722,21,0,245,0
723,21,13,245,0
724,21,15,245,0
725,21,18,245,0
726,21,20,245,0
727,5,25,250,0
728,5,3,250,0
729,5,4,250,0
730,5,6,250,0
731,5,14,250,0
732,13,25,250,0
733,13,3,250,0
734,13,4,250,0
735,13,5,250,0
736,13,6,250,0
737,13,14,250,0
738,14,25,250,0
739,14,3,250,0
740,14,4,250,0
741,14,5,250,0
742,14,6,250,0
743,28,2,253,0
744,28,4,253,0
745,28,10,253,0
746,28,12,253,0
747,28,16,253,0
748,28,20,253,0
749,27,29,259,0
750,27,2,259,0
751,27,3,259,0
752,27,13,259,0
753,28,27,259,0
754,28,29,259,0
755,28,2,259,0
756,28,3,259,0
757,28,13,259,0
758,3,27,259,0
759,3,29,259,0
760,3,2,259,0
761,3,13,259,0
762,4,27,259,0
763,4,29,259,0
764,4,2,259,0
765,4,3,259,0
766,4,13,259,0
767,5,27,259,0
768,5,29,259,0
769,5,2,259,0
770,5,3,259,0
771,5,13,259,0
772,6,27,259,0
773,6,29,259,0
774,6,2,259,0
775,6,3,259,0
776,6,13,259,0
777,9,27,259,0
778,9,29,259,0
779,9,2,259,0
780,9,3,259,0
781,9,13,259,0
782,11,27,259,0
783,11,29,259,0
784,11,2,259,0
785,11,3,259,0
786,11,13,259,0
787,13,27,259,0
788,13,29,259,0
789,13,2,259,0
790,13,3,259,0
791,14,27,259,0
792,14,29,259,0
793,14,2,259,0
794,14,3,259,0
795,14,13,259,0
796,20,27,259,0
797,20,29,259,0
798,20,2,259,0
799,20,3,259,0
800,20,13,259,0
801,27,10,260,0
802,29,10,260,0
803,2,10,260,0
804,3,10,260,0
805,13,10,260,0
806,2,12,264,0
807,14,12,264,0
808,15,12,264,0
809,20,12,264,0
810,21,12,264,0
811,12,27,265,0
812,12,2,265,0
813,12,3,265,0
814,12,4,265,0
815,12,9,265,0
816,12,16,265,0
817,12,20,265,0
818,12,21,265,0
819,2,27,266,0
820,3,27,266,0
821,4,27,266,0
822,9,27,266,0
823,12,27,266,0
824,16,27,266,0
825,20,27,266,0
826,21,27,266,0
827,27,13,267,0
828,28,27,271,0
829,5,27,271,0
830,5,28,271,0
831,14,27,271,0
832,14,28,271,0
833,27,3,272,0
834,28,3,272,0
835,3,21,273,0
836,21,27,274,0
837,21,3,274,0
838,21,4,274,0
839,21,12,274,0
840,21,14,274,0
841,21,15,274,0
842,21,16,274,0
843,21,18,274,0
844,21,20,274,0
845,27,23,281,0
846,27,25,281,0
847,27,6,281,0
848,25,3,285,0
849,27,3,285,0
850,28,3,285,0
851,29,3,285,0
852,1,3,285,0
853,2,3,285,0
854,4,3,285,0
855,7,3,285,0
856,8,3,285,0
857,9,3,285,0
858,10,3,285,0
859,11,3,285,0
860,12,3,285,0
861,15,3,285,0
862,16,3,285,0
863,19,3,285,0
864,20,3,285,0
865,21,3,285,0
866,3,25,286,0
867,3,9,286,0
868,3,12,286,0
869,3,18,286,0
870,2,12,293,0
871,2,21,293,0
872,10,12,293,0
873,10,21,293,0
874,11,12,293,0
875,11,21,293,0
876,12,21,293,0
877,16,12,293,0
878,16,21,293,0
879,18,12,293,0
880,18,21,293,0
881,21,12,293,0
882,12,28,294,0
883,21,28,294,0
884,28,27,295,0
885,3,11,299,0
886,4,11,299,0
887,14,11,299,0
888,11,12,300,0
889,11,16,300,0
890,11,20,300,0
891,11,21,300,0
892,12,15,301,0
893,12,21,301,0
894,16,12,301,0
895,16,15,301,0
896,16,21,301,0
897,20,12,301,0
898,20,15,301,0
899,20,21,301,0
900,21,12,301,0
901,21,15,301,0
902,12,27,302,0
903,12,10,302,0
904,12,15,302,0
905,12,18,302,0
906,15,27,302,0
907,15,10,302,0
908,15,18,302,0
909,21,27,302,0
910,21,10,302,0
911,21,15,302,0
912,21,18,302,0
913,2,5,306,0
914,4,5,306,0
915,11,5,306,0
916,12,5,306,0
917,14,5,306,0
918,21,5,306,0
919,5,13,307,0
920,5,14,307,0
921,4,11,313,0
922,4,21,313,0
923,13,4,313,0
924,13,11,313,0
925,13,21,313,0
926,14,4,313,0
927,14,11,313,0
928,14,21,313,0
929,28,14,327,0
930,3,14,327,0
931,4,14,327,0
932,20,14,327,0
933,11,28,330,0
934,14,28,330,0
935,2,4,334,0
936,10,4,334,0
937,14,4,334,0
938,21,4,334,0
939,4,2,335,0
940,4,3,335,0
941,2,5,336,0
942,3,5,336,0
943,4,5,336,0
944,5,12,337,0
945,5,14,337,0
946,2,4,342,0
947,2,15,342,0
948,3,4,342,0
949,3,15,342,0
950,4,15,342,0
951,12,4,342,0
952,12,15,342,0
953,4,12,343,0
954,15,12,343,0
955,14,23,348,0
956,14,25,348,0
957,23,5,349,0
958,25,23,349,0
959,25,5,349,0
960,23,28,350,0
961,23,4,350,0
962,5,28,350,0
963,5,4,350,0
964,28,5,351,0
965,28,13,351,0
966,4,5,351,0
967,4,13,351,0
968,28,23,362,0
969,28,2,362,0
970,28,3,362,0
971,28,4,362,0
972,28,5,362,0
973,28,13,362,0
974,4,23,362,0
975,4,2,362,0
976,4,3,362,0
977,4,5,362,0
978,4,13,362,0
979,12,23,362,0
980,12,2,362,0
981,12,3,362,0
982,12,4,362,0
983,12,5,362,0
984,12,13,362,0
985,23,3,363,0
986,23,4,363,0
987,23,10,363,0
988,23,12,363,0
989,23,21,363,0
990,2,3,363,0
991,2,4,363,0
992,2,10,363,0
993,2,12,363,0
994,2,21,363,0
995,3,4,363,0
996,3,10,363,0
997,3,12,363,0
998,3,21,363,0
999,4,3,363,0
1000,4,10,363,0
1001,4,12,363,0
1002,4,21,363,0
1003,5,3,363,0
1004,5,4,363,0
1005,5,10,363,0
1006,5,12,363,0
1007,5,21,363,0
1008,13,3,363,0
1009,13,4,363,0
1010,13,10,363,0
1011,13,12,363,0
1012,13,21,363,0
1013,3,23,364,0
1014,4,23,364,0
1015,10,23,364,0
1016,12,23,364,0
1017,21,23,364,0
1018,23,2,365,0
1019,23,18,369,0
1020,12,18,369,0
1021,18,3,370,0
1022,18,4,370,0
1023,18,5,370,0
1024,18,6,370,0
1025,18,14,370,0
1026,3,23,371,0
1027,4,23,371,0
1028,5,23,371,0
1029,6,23,371,0
1030,14,23,371,0
1031,23,28,372,0
1032,5,11,390,0
1033,5,18,390,0
1034,5,21,390,0
1035,14,11,390,0
1036,14,18,390,0
1037,14,21,390,0
1038,4,6,398,0
1039,4,13,398,0
1040,4,14,398,0
1041,16,4,398,0
1042,16,6,398,0
1043,16,13,398,0
1044,16,14,398,0
1045,3,14,404,0
1046,4,14,404,0
1047,6,14,404,0
1048,28,1,414,0
1049,28,4,414,0
1050,28,14,414,0
1051,25,28,418,0
1052,25,3,418,0
1053,25,21,418,0
1054,3,28,418,0
1055,3,21,418,0
1056,4,28,418,0
1057,4,3,418,0
1058,4,21,418,0
1059,12,28,418,0
1060,12,3,418,0
1061,12,21,418,0
1062,21,28,418,0
1063,21,3,418,0
1064,28,4,419,0
1065,3,4,419,0
1066,21,4,419,0
1067,16,21,440,0
1068,2,28,448,0
1069,2,21,448,0
1070,1,14,453,0
1071,10,14,453,0
1072,12,14,453,0
1073,19,14,453,0
1074,21,14,453,0
1075,14,5,454,0
1076,14,6,454,0
1077,14,9,454,0
1078,5,23,455,0
1079,5,2,455,0
1080,5,3,455,0
1081,5,4,455,0
1082,5,11,455,0
1083,5,12,455,0
1084,5,13,455,0
1085,5,16,455,0
1086,5,18,455,0
1087,5,21,455,0
1088,6,23,455,0
1089,6,2,455,0
1090,6,3,455,0
1091,6,4,455,0
1092,6,11,455,0
1093,6,12,455,0
1094,6,13,455,0
1095,6,16,455,0
1096,6,18,455,0
1097,6,21,455,0
1098,9,23,455,0
1099,9,2,455,0
1100,9,3,455,0
1101,9,4,455,0
1102,9,11,455,0
1103,9,12,455,0
1104,9,13,455,0
1105,9,16,455,0
1106,9,18,455,0
1107,9,21,455,0
1108,23,18,456,0
1109,23,21,456,0
1110,2,18,456,0
1111,2,21,456,0
1112,3,18,456,0
1113,3,21,456,0
1114,4,18,456,0
1115,4,21,456,0
1116,11,18,456,0
1117,11,21,456,0
1118,12,18,456,0
1119,12,21,456,0
1120,13,18,456,0
1121,13,21,456,0
1122,16,18,456,0
1123,16,21,456,0
1124,18,21,456,0
1125,21,18,456,0
1126,27,16,460,0
1127,12,16,460,0
1128,15,16,460,0
1129,19,16,460,0
1130,20,16,460,0
1131,16,6,461,0
1132,12,4,467,0
1133,12,14,467,0
1134,18,4,467,0
1135,18,14,467,0
1136,21,4,467,0
1137,21,14,467,0
1138,4,14,468,0
1139,12,10,474,0
1140,12,14,474,0
1141,12,15,474,0
1142,14,10,474,0
1143,14,12,474,0
1144,14,15,474,0
1145,5,23,481,0
1146,5,12,481,0
1147,14,21,488,0
1148,12,3,491,0
1149,21,3,491,0
1150,4,2,502,0
1151,4,21,502,0
1152,21,2,502,0
1153,28,4,510,0
1154,28,10,510,0
1155,13,11,516,0
1156,13,18,516,0
1157,13,21,516,0
1158,11,2,517,0
1159,11,3,517,0
1160,11,4,517,0
1161,11,10,517,0
1162,11,12,517,0
1163,11,18,517,0
1164,11,20,517,0
1165,18,2,517,0
1166,18,3,517,0
1167,18,4,517,0
1168,18,10,517,0
1169,18,12,517,0
1170,18,20,517,0
1171,21,2,517,0
1172,21,3,517,0
1173,21,4,517,0
1174,21,10,517,0
1175,21,12,517,0
1176,21,18,517,0
1177,21,20,517,0
1178,2,3,518,0
1179,2,4,518,0
1180,2,5,518,0
1181,2,6,518,0
1182,2,14,518,0
1183,2,18,518,0
1184,2,21,518,0
1185,3,2,518,0
1186,3,4,518,0
1187,3,5,518,0
1188,3,6,518,0
1189,3,14,518,0
1190,3,18,518,0
1191,3,21,518,0
1192,4,2,518,0
1193,4,3,518,0
1194,4,5,518,0
1195,4,6,518,0
1196,4,14,518,0
1197,4,18,518,0
1198,4,21,518,0
1199,10,2,518,0
1200,10,3,518,0
1201,10,4,518,0
1202,10,5,518,0
1203,10,6,518,0
1204,10,14,518,0
1205,10,18,518,0
1206,10,21,518,0
1207,12,2,518,0
1208,12,3,518,0
1209,12,4,518,0
1210,12,5,518,0
1211,12,6,518,0
1212,12,14,518,0
1213,12,18,518,0
1214,12,21,518,0
1215,18,2,518,0
1216,18,3,518,0
1217,18,4,518,0
1218,18,5,518,0
1219,18,6,518,0
1220,18,14,518,0
1221,18,21,518,0
1222,20,2,518,0
1223,20,3,518,0
1224,20,4,518,0
1225,20,5,518,0
1226,20,6,518,0
1227,20,14,518,0
1228,20,18,518,0
1229,20,21,518,0
1230,2,4,519,0
1231,2,14,519,0
1232,3,4,519,0
1233,3,14,519,0
1234,4,14,519,0
1235,5,4,519,0
1236,5,14,519,0
1237,6,4,519,0
1238,6,14,519,0
1239,14,4,519,0
1240,18,4,519,0
1241,18,14,519,0
1242,21,4,519,0
1243,21,14,519,0
1244,17,15,523,0
1245,17,16,523,0
1246,15,17,524,0
1247,16,17,524,0
1248,17,16,525,0
1249,16,17,526,0
1250,16,15,531,0
1251,15,2,532,0
1252,15,3,532,0
1253,15,4,532,0
1254,2,17,533,0
1255,3,17,533,0
1256,4,17,533,0
1257,15,17,533,0
1258,23,17,544,0
1259,25,17,544,0
1260,28,17,544,0
1261,13,17,544,0
1262,14,17,544,0
1263,21,17,544,0
1264,28,10,547,0
1265,28,17,547,0
1266,21,10,547,0
1267,21,17,547,0
1268,4,17,554,0
1269,28,10,558,0
1270,28,17,558,0
1271,10,17,559,0
1272,4,12,572,0
1273,14,12,572,0
1274,1,12,580,0
1275,1,21,580,0
1276,2,12,580,0
1277,2,21,580,0
1278,3,12,580,0
1279,3,21,580,0
1280,4,12,580,0
1281,4,21,580,0
1282,5,12,580,0
1283,5,21,580,0
1284,6,12,580,0
1285,6,21,580,0
1286,7,12,580,0
1287,7,21,580,0
1288,8,12,580,0
1289,8,21,580,0
1290,11,12,580,0
1291,11,21,580,0
1292,12,21,580,0
1293,13,12,580,0
1294,13,21,580,0
1295,14,12,580,0
1296,14,21,580,0
1297,17,12,580,0
1298,17,21,580,0
1299,21,12,580,0
1300,12,2,581,0
1301,12,3,581,0
1302,12,4,581,0
1303,12,10,581,0
1304,12,11,581,0
1305,12,17,581,0
1306,12,18,581,0
1307,12,21,581,0
1308,21,2,581,0
1309,21,3,581,0
1310,21,4,581,0
1311,21,10,581,0
1312,21,11,581,0
1313,21,17,581,0
1314,21,18,581,0
1315,2,16,582,0
1316,3,16,582,0
1317,4,16,582,0
1318,10,16,582,0
1319,11,16,582,0
1320,17,16,582,0
1321,18,16,582,0
1322,21,16,582,0
1323,17,12,587,0
1324,17,16,587,0
1325,27,17,595,0
1326,17,2,596,0
1327,17,4,596,0
1328,17,7,596,0
1329,17,10,596,0
1330,17,12,596,0
1331,2,3,601,0
1332,2,14,601,0
1333,4,3,601,0
1334,4,14,601,0
1335,17,3,601,0
1336,17,14,601,0
1337,21,3,601,0
1338,21,14,601,0
1339,3,21,602,0
1340,14,21,602,0
1341,16,17,607,0
1342,6,14,614,0
1343,14,10,615,0
1344,14,12,615,0
1345,10,5,616,0
1346,10,6,616,0
1347,12,5,616,0
1348,12,6,616,0
1349,5,4,617,0
1350,5,12,617,0
1351,6,4,617,0
1352,6,12,617,0
1353,2,3,623,0
1354,4,3,623,0
1355,17,3,623,0
1356,3,10,624,0
1357,10,4,637,0
1358,4,18,638,0
1359,4,21,638,0
1360,13,17,649,0
